SimTime,X_true,Y_true,Heading_true,Vx_true,Vy_true,RotVel_true,X_est,Y_est,Heading_est,Vx_est,Vy_est,Ax_est,Ay_est,x_meas,y_meas,vx_meas,vy_meas,LateralError,HeadingError,CurrentSegment,DistanceToNext,LateralControl,HeadingControl,u_psi,P_trace,K_x_gain,K_xdot_gain,K_y_gain,K_ydot_gain,Q_std,R_pos_std,R_vel_std,P_xx,P_xy,P_yx,P_yy
24.415,3.121,1.186,-93.7113,-0.030746,-0.474004,0,3.18473,1.02256,-97.8012,-0.0679941,-0.496294,-0.0540897,0.0654741,3.33417,1.04765,-0.00309568,-0.440626,-0.18473,7.80116,2,4.0268,-1.33663,3.16063,1.824,0.104393,0.0221707,0.608582,0.0221707,0.608582,0.2,0.25,0.05,0.00138567,0,0,0.00138567
24.532,3.118,1.142,-92.747,-0.0211111,-0.439994,11,3.17824,0.963418,-90.062,-0.000542742,-0.501273,0.244444,0.0152877,2.83885,0.967374,0.045665,-0.508912,-0.178238,0.0620357,2,3.96742,-1.24336,-5.89734,-7.1407,0.10311,0.0222014,0.623643,0.0222014,0.623643,0.2,0.25,0.05,0.00138759,0,0,0.00138759
24.648,3.115,1.098,-92.747,-0.0213987,-0.445987,2,3.17988,0.919979,-87.3831,0.0199227,-0.435892,0.212583,0.260351,3.22749,1.21109,0.0149682,-0.399393,-0.179877,-2.61691,2,3.9241,-1.30529,-4.43371,-5.73899,0.102042,0.0222245,0.625862,0.0222245,0.625862,0.2,0.25,0.05,0.00138903,0,0,0.00138903
24.749,3.113,1.049,-93.7113,-0.0312314,-0.481488,-7,3.16663,0.868235,-88.0139,0.017585,-0.507086,0.126538,-0.137994,2.56611,1.00804,0.00452373,-0.573536,-0.166626,-1.98614,2,3.87182,-1.10524,-1.22545,-2.33069,0.108882,0.0221469,0.596992,0.0221469,0.596992,0.2,0.25,0.05,0.00138418,0,0,0.00138418
24.852,3.11,1.002,-93.7113,-0.0309078,-0.476499,-6,3.16481,0.835646,-92.4351,-0.0208444,-0.490158,-0.0897225,-0.0211755,3.25017,1.58349,-0.0559061,-0.472793,-0.164809,2.43509,2,3.83918,-1.17392,6.05479,4.88086,0.111586,0.0220765,0.597415,0.0220765,0.597415,0.2,0.25,0.05,0.00137978,0,0,0.00137978
24.964,3.106,0.953,-93.7113,-0.0316198,-0.487476,-2,3.16137,0.781444,-88.463,0.0136055,-0.507064,0.0973697,-0.0827789,2.89607,0.897499,0.04231,-0.51658,-0.161374,-1.53699,2,3.78489,-1.13981,-4.57514,-5.71495,0.107188,0.022059,0.61845,0.022059,0.61845,0.2,0.25,0.05,0.00137869,0,0,0.00137869
25.067,3.102,0.904,-93.7113,-0.0315551,-0.486478,5,3.15878,0.740694,-90.3595,-0.00285948,-0.455709,-0.0105562,0.159837,3.09984,0.951713,-0.0199332,-0.417497,-0.158781,0.359514,2,3.74406,-1.12509,1.9807,0.85561,0.109183,0.0219889,0.603945,0.0219889,0.603945,0.2,0.25,0.05,0.0013743,0,0,0.0013743
25.185,3.099,0.855,-94.6755,-0.0403082,-0.492854,-6,3.15608,0.683283,-92.7702,-0.0249969,-0.516604,-0.0944533,-0.163447,3.16945,0.91541,-0.0373456,-0.564644,-0.156076,2.77021,2,3.68659,-1.10724,4.33185,3.2246,0.103394,0.0220149,0.629523,0.0220149,0.629523,0.2,0.25,0.05,0.00137593,0,0,0.00137593
25.301,3.095,0.805,-93.7113,-0.032526,-0.501446,1,3.16092,0.624979,-96.7348,-0.0598176,-0.506549,-0.196711,-0.0488538,3.67768,0.580247,-0.0765617,-0.489175,-0.160921,6.73479,2,3.62855,-1.1887,9.13727,7.94857,0.1015,0.0220378,0.628337,0.0220378,0.628337,0.2,0.25,0.05,0.00137736,0,0,0.00137736
25.42,3.091,0.756,-93.7113,-0.0317493,-0.489471,3,3.14791,0.564043,-101.621,-0.0968582,-0.470981,-0.247522,0.116097,3.02513,0.306285,-0.104176,-0.445475,-0.14791,11.621,2,3.56711,-0.986235,14.1543,13.1681,0.100106,0.0220869,0.631104,0.0220869,0.631104,0.2,0.25,0.05,0.00138043,0,0,0.00138043
25.529,3.088,0.71,-92.747,-0.0223092,-0.464965,8,3.13398,0.514445,-98.5864,-0.0669727,-0.44355,-0.0152363,0.175237,2.71601,0.475473,-0.0287991,-0.433992,-0.133982,8.58636,2,3.517,-0.87266,5.22209,4.34943,0.104337,0.0220707,0.612033,0.0220707,0.612033,0.2,0.25,0.05,0.00137942,0,0,0.00137942
25.646,3.086,0.665,-91.695,-0.013148,-0.444306,13,3.13383,0.461809,-92.8299,-0.0211367,-0.427595,0.17188,0.158313,3.21032,0.400588,0.00702557,-0.430008,-0.133829,2.82992,2,3.46439,-0.962634,-1.8811,-2.84374,0.102759,0.0221053,0.624895,0.0221053,0.624895,0.2,0.25,0.05,0.00138158,0,0,0.00138158
25.764,3.084,0.618,-91.695,-0.0138875,-0.469295,4,3.12332,0.405017,-91.5645,-0.0138791,-0.508166,0.126876,-0.233693,2.78451,0.644342,-0.019792,-0.567731,-0.123325,1.56449,2,3.40725,-0.823845,0.442876,-0.380968,0.100968,0.0221468,0.629567,0.0221468,0.629567,0.2,0.25,0.05,0.00138418,0,0,0.00138418
25.88,3.083,0.568,-91.695,-0.0148636,-0.50228,-3,3.11371,0.354976,-95.2368,-0.0459677,-0.501529,-0.0535431,-0.106832,2.98728,0.630015,-0.0733134,-0.482764,-0.113712,5.23682,2,3.3569,-0.759063,7.56236,6.8033,0.101326,0.0221752,0.625457,0.0221752,0.625457,0.2,0.25,0.05,0.00138595,0,0,0.00138595
25.984,3.081,0.516,-91.695,-0.0152925,-0.516774,0,3.11055,0.298111,-90.5993,-0.00621294,-0.59399,0.131975,-0.439256,2.93901,0.574386,0.0246128,-0.649159,-0.110551,0.599273,2,3.29996,-0.774075,-3.47392,-4.24799,0.107384,0.0221211,0.601816,0.0221211,0.601816,0.2,0.25,0.05,0.00138257,0,0,0.00138257
26.093,3.079,0.466,-90.7307,-0.00638304,-0.500459,7,3.11705,0.254649,-89.6052,0.0037783,-0.548277,0.108534,-0.0665389,3.42894,0.812157,-0.000568357,-0.491093,-0.117049,-0.394832,2,3.25675,-0.885678,-1.17617,-2.06185,0.107889,0.0220936,0.609436,0.0220936,0.609436,0.2,0.25,0.05,0.00138085,0,0,0.00138085
26.211,3.078,0.413,-91.695,-0.0156623,-0.529268,-4,3.12081,0.185722,-93.2048,-0.0323406,-0.577587,-0.0929468,-0.151159,3.5091,0.136177,-0.062972,-0.589929,-0.120806,3.20479,2,3.18801,-0.892721,5.62979,4.73706,0.102782,0.0221228,0.630023,0.0221228,0.630023,0.2,0.25,0.05,0.00138267,0,0,0.00138267
26.327,3.077,0.361,-91.695,-0.0155735,-0.52627,-2,3.11172,0.130414,-93.0118,-0.030249,-0.574916,-0.0376756,-0.0797562,2.82647,0.586266,-0.0211719,-0.565271,-0.111724,3.01182,2,3.13241,-0.748046,2.56091,1.81287,0.101417,0.0221441,0.627789,0.0221441,0.627789,0.2,0.25,0.05,0.001384,0,0,0.001384
26.447,3.075,0.31,-90.7307,-0.00648507,-0.508459,5,3.11205,0.0733924,-90.9893,-0.00983263,-0.569387,0.0580995,-0.0294335,3.15632,0.548449,0.00440415,-0.563096,-0.112049,0.98933,2,3.07543,-0.808697,-0.626467,-1.43516,0.0997115,0.0221962,0.632597,0.0221962,0.632597,0.2,0.25,0.05,0.00138726,0,0,0.00138726
26.556,3.074,0.258,-90.7307,-0.00656159,-0.514458,2,3.12213,0.0240044,-89.0422,0.00858933,-0.513753,0.0985606,0.198809,3.53722,0.260057,0.0140998,-0.477721,-0.122126,-0.957827,2,3.02647,-0.94588,-2.46979,-3.41567,0.104171,0.0221757,0.612107,0.0221757,0.612107,0.2,0.25,0.05,0.00138598,0,0,0.00138598
26.677,3.073,0.206,-90.7307,-0.00671463,-0.526457,-1,3.1125,-0.0314193,-95.9126,-0.0529998,-0.511766,-0.187828,0.10604,3.02577,0.332465,-0.0953039,-0.526471,-0.1125,5.91262,2,2.97071,-0.752724,10.4316,9.67888,0.100894,0.0222331,0.632047,0.0222331,0.632047,0.2,0.25,0.05,0.00138957,0,0,0.00138957
26.791,3.072,0.154,-91.695,-0.0153961,-0.520272,-3,3.10091,-0.0864979,-92.2911,-0.0210109,-0.525162,0.0300235,0.00167877,2.59921,0.175629,0.013909,-0.541944,-0.100907,2.2911,2,2.91525,-0.653315,-0.797109,-1.45042,0.102013,0.0222445,0.622597,0.0222445,0.622597,0.2,0.25,0.05,0.00139028,0,0,0.00139028
26.909,3.07,0.104,-90.7307,-0.00634478,-0.49746,8,3.09912,-0.139758,-92.4273,-0.02227,-0.525364,0.0104098,-0.00672371,3.14823,0.251285,-0.0253666,-0.527615,-0.0991174,2.4273,2,2.86196,-0.702723,2.28845,1.58573,0.101148,0.0222812,0.627808,0.0222812,0.627808,0.2,0.25,0.05,0.00139258,0,0,0.00139258
27.024,3.07,0.052,-90.7307,-0.00670187,-0.525457,-1,3.09177,-0.195921,-97.0716,-0.0635896,-0.512602,-0.156579,0.0442792,3.11929,-0.0817225,-0.0894123,-0.505014,-0.0917721,7.07157,2,2.80558,-0.614772,9.99906,9.38429,0.101976,0.0222971,0.62318,0.0222971,0.62318,0.2,0.25,0.05,0.00139357,0,0,0.00139357
27.142,3.069,-0.001,-90.7307,-0.00670187,-0.525457,2,3.09244,-0.249314,-93.7571,-0.0329755,-0.502149,0.0327787,0.0599144,3.22372,0.0232768,-0.0046003,-0.500459,-0.0924406,3.75715,2,2.75224,-0.669651,0.853485,0.183834,0.101097,0.0223317,0.627969,0.0223317,0.627969,0.2,0.25,0.05,0.00139573,0,0,0.00139573
27.246,3.069,-0.054,-89.6788,0.00294611,-0.525492,2,3.09122,-0.301057,-91.1037,-0.0105775,-0.549058,0.109371,-0.159069,3.07516,0.00539089,0.00202005,-0.585632,-0.0912248,1.10366,2,2.70048,-0.648402,-1.303,-1.9514,0.107129,0.0222711,0.602495,0.0222711,0.602495,0.2,0.25,0.05,0.00139194,0,0,0.00139194
27.347,3.068,-0.106,-89.6788,0.00292649,-0.521992,0,3.09426,-0.357805,-90.1954,-0.00187021,-0.548368,0.09659,-0.0873157,3.26568,-0.470362,-0.00430205,-0.536359,-0.0942601,0.195407,2,2.64388,-0.700311,-0.633465,-1.33378,0.111857,0.022186,0.593587,0.022186,0.593587,0.2,0.25,0.05,0.00138662,0,0,0.00138662
27.465,3.068,-0.16,-90.7307,-0.00686767,-0.538456,-2,3.09587,-0.410528,-87.0884,0.0271751,-0.534305,0.168795,0.00402542,3.05183,0.0206709,0.0377987,-0.52203,-0.0958731,-2.91159,2,2.59125,-0.700129,-4.99018,-5.69031,0.104616,0.0222033,0.628762,0.0222033,0.628762,0.2,0.25,0.05,0.0013877,0,0,0.0013877
27.571,3.067,-0.214,-90.7307,-0.00690593,-0.541456,-1,3.11003,-0.462905,-89.8663,0.00126985,-0.543993,-0.0198515,-0.040947,3.81595,-0.216737,-0.0301042,-0.551649,-0.110027,-0.133746,2,2.53948,-0.88833,2.23818,1.34985,0.106434,0.02215,0.610724,0.02215,0.610724,0.2,0.25,0.05,0.00138438,0,0,0.00138438
27.682,3.067,-0.267,-90.7307,-0.00668912,-0.524457,-6,3.11637,-0.520821,-87.51,0.0226211,-0.520186,0.0726965,0.0741748,3.26936,-0.556645,0.0365556,-0.502322,-0.116371,-2.49003,2,2.48191,-0.879029,-4.15153,-5.03056,0.105927,0.0221295,0.61561,0.0221295,0.61561,0.2,0.25,0.05,0.00138309,0,0,0.00138309
27.799,3.066,-0.32,-90.7307,-0.00679115,-0.532457,1,3.1022,-0.590041,-94.8147,-0.0468511,-0.556228,-0.230729,-0.100645,2.76648,-0.734703,-0.0912749,-0.581946,-0.102197,4.81466,2,2.41212,-0.648596,9.95219,9.30359,0.102534,0.0221516,0.628112,0.0221516,0.628112,0.2,0.25,0.05,0.00138448,0,0,0.00138448
27.9,3.065,-0.372,-91.695,-0.0152186,-0.514275,-5,3.09286,-0.64281,-98.4222,-0.0845841,-0.571274,-0.288076,-0.123995,3.01963,-0.438466,-0.0938908,-0.57557,-0.0928559,8.42216,2,2.35902,-0.60197,10.7945,10.1926,0.108709,0.0220732,0.598437,0.0220732,0.598437,0.2,0.25,0.05,0.00137958,0,0,0.00137958
28.016,3.063,-0.423,-90.7307,-0.00649782,-0.509459,5,3.08308,-0.696657,-94.2087,-0.0387688,-0.526835,0.0376192,0.10874,2.72782,-0.429487,0.0108734,-0.492624,-0.0830822,4.20871,2,2.30484,-0.537527,0.518778,-0.0187494,0.104883,0.0220888,0.623122,0.0220888,0.623122,0.2,0.25,0.05,0.00138055,0,0,0.00138055
28.135,3.062,-0.472,-89.6788,0.0027611,-0.492492,10,3.0756,-0.741095,-90.7215,-0.00602174,-0.47815,0.153541,0.239011,2.77245,-0.159216,0.011878,-0.460441,-0.0756039,0.721535,2,2.26017,-0.499102,-1.98797,-2.48708,0.100819,0.0221297,0.633268,0.0221297,0.633268,0.2,0.25,0.05,0.00138311,0,0,0.00138311
28.245,3.062,-0.524,-89.6788,0.0029377,-0.523992,0,3.07924,-0.789031,-86.0078,0.030518,-0.437287,0.230496,0.295526,3.11755,-0.728459,0.042581,-0.428506,-0.0792423,-3.99216,2,2.21239,-0.594359,-7.44961,-8.04397,0.103733,0.0221147,0.615559,0.0221147,0.615559,0.2,0.25,0.05,0.00138217,0,0,0.00138217
28.363,3.062,-0.58,-89.6788,0.00308066,-0.549491,-2,3.06252,-0.847057,-96.812,-0.054238,-0.454045,-0.204178,0.0938009,2.7224,-0.930608,-0.118932,-0.484255,-0.0625167,6.812,2,2.15385,-0.348066,14.3713,14.0232,0.101917,0.0221527,0.627315,0.0221527,0.627315,0.2,0.25,0.05,0.00138454,0,0,0.00138454
28.479,3.061,-0.633,-90.7307,-0.00672738,-0.527457,-8,3.04907,-0.901586,-98.1633,-0.0735654,-0.512836,-0.182174,-0.184011,2.76423,-0.610163,-0.069494,-0.555959,-0.0490708,8.16328,2,2.09899,-0.269852,8.39536,8.12551,0.101606,0.0221789,0.625776,0.0221789,0.625776,0.2,0.25,0.05,0.00138618,0,0,0.00138618
28.597,3.06,-0.685,-90.7307,-0.00662535,-0.519458,3,3.04874,-0.957828,-88.0026,0.0181757,-0.52117,0.262914,-0.134871,2.82296,-0.786447,0.0862087,-0.514156,-0.0487407,-1.99738,2,2.04275,-0.34892,-9.54729,-9.89621,0.100817,0.0222189,0.628484,0.0222189,0.628484,0.2,0.25,0.05,0.00138868,0,0,0.00138868
28.702,3.06,-0.737,-89.6788,0.00290687,-0.518492,8,3.04469,-0.999641,-89.7934,0.00178498,-0.494907,0.0881413,0.0202607,2.96278,-0.617293,-0.0265813,-0.470405,-0.0446855,-0.206647,2,2.00086,-0.293928,1.34893,1.055,0.106559,0.0221703,0.604294,0.0221703,0.604294,0.2,0.25,0.05,0.00138564,0,0,0.00138564
28.806,3.059,-0.792,-90.7307,-0.00700795,-0.549455,-10,3.04853,-1.04932,-89.2433,0.00689403,-0.521994,0.0684747,-0.104316,3.21404,-0.81289,0.00337583,-0.542627,-0.048533,-0.756668,2,1.95128,-0.376074,-1.15698,-1.53306,0.110068,0.02211,0.599638,0.02211,0.599638,0.2,0.25,0.05,0.00138187,0,0,0.00138187
28.923,3.058,-0.849,-90.7307,-0.00728853,-0.571454,1,3.05414,-1.1179,-90.5451,-0.00549907,-0.578013,-0.0190452,-0.279892,3.36105,-1.18186,-0.019127,-0.603731,-0.0541362,0.545081,2,1.88288,-0.424262,1.49192,1.06766,0.104372,0.0221283,0.627073,0.0221283,0.627073,0.2,0.25,0.05,0.00138302,0,0,0.00138302
29.04,3.058,-0.906,-90.7307,-0.00721201,-0.565454,-2,3.04674,-1.18631,-87.8263,0.0242263,-0.638281,0.114512,-0.391453,2.56756,-0.979288,0.0453594,-0.655443,-0.0467362,-2.17365,2,1.81429,-0.290962,-4.04762,-4.33858,0.101347,0.0221526,0.630428,0.0221526,0.630428,0.2,0.25,0.05,0.00138454,0,0,0.00138454
29.158,3.056,-0.963,-90.7307,-0.0071865,-0.563454,1,3.04419,-1.24894,-88.4989,0.0161322,-0.615602,0.0331865,-0.12891,2.8913,-0.956667,0.00423987,-0.576686,-0.0441925,-1.50113,2,1.75162,-0.302665,-0.838074,-1.14074,0.100368,0.022189,0.629853,0.022189,0.629853,0.2,0.25,0.05,0.00138682,0,0,0.00138682
29.265,3.055,-1.019,-90.7307,-0.00710998,-0.557455,-4,3.03356,-1.31299,-89.6565,0.003682,-0.614214,-0.022247,-0.0689777,2.56195,-1.28537,-0.00420198,-0.604581,-0.0335613,-0.343464,2,1.68735,-0.170105,0.664618,0.494514,0.105432,0.0221536,0.608089,0.0221536,0.608089,0.2,0.25,0.05,0.0013846,0,0,0.0013846
29.384,3.054,-1.076,-91.695,-0.016668,-0.563253,-1,3.0364,-1.38104,-88.805,0.0131106,-0.628519,0.0247234,-0.0979979,3.08197,-1.0983,0.020011,-0.633559,-0.0363955,-1.19499,2,1.61937,-0.279196,-1.7195,-1.9987,0.102284,0.022195,0.628429,0.022195,0.628429,0.2,0.25,0.05,0.00138719,0,0,0.00138719
29.486,3.052,-1.133,-91.695,-0.0170969,-0.577747,0,3.04066,-1.42968,-91.4921,-0.0158501,-0.6085,-0.108083,0.0138742,3.34373,-0.880393,-0.0383183,-0.591278,-0.0406619,1.49209,2,1.57085,-0.322881,3.71384,3.39096,0.108163,0.0221246,0.600216,0.0221246,0.600216,0.2,0.25,0.05,0.00138279,0,0,0.00138279
29.603,3.051,-1.19,-91.695,-0.0168454,-0.569251,-2,3.03781,-1.49465,-89.3314,0.00764292,-0.654919,0.0407007,-0.188396,2.82434,-0.950884,0.0303627,-0.686414,-0.037808,-0.668614,2,1.50583,-0.254655,-2.26383,-2.51849,0.104186,0.0221467,0.625033,0.0221467,0.625033,0.2,0.25,0.05,0.00138417,0,0,0.00138417
29.711,3.049,-1.246,-90.7307,-0.00721201,-0.565454,3,3.03671,-1.56142,-88.4285,0.0161707,-0.589437,0.0593768,0.160844,2.91623,-1.81517,0.0193812,-0.533963,-0.0367074,-1.57147,2,1.43905,-0.256956,-2.1667,-2.42366,0.105776,0.0221128,0.612673,0.0221128,0.612673,0.2,0.25,0.05,0.00138205,0,0,0.00138205
29.83,3.048,-1.304,-91.695,-0.0169342,-0.572249,-3,3.04307,-1.6157,-90.5468,-0.00529226,-0.554556,-0.0590928,0.21326,3.38592,-1.0432,-0.0237232,-0.548237,-0.0430746,0.54677,2,1.38497,-0.348661,2.09412,1.74546,0.101861,0.0221507,0.63055,0.0221507,0.63055,0.2,0.25,0.05,0.00138442,0,0,0.00138442
29.948,3.046,-1.361,-91.695,-0.0167863,-0.567252,-2,3.04549,-1.67358,-88.7252,0.0123939,-0.55697,0.0365943,0.0986434,3.05731,-1.24135,0.0267671,-0.575345,-0.0454859,-1.27476,2,1.3272,-0.342212,-2.53658,-2.8788,0.100392,0.0221876,0.630515,0.0221876,0.630515,0.2,0.25,0.05,0.00138673,0,0,0.00138673
30.049,3.044,-1.418,-91.695,-0.016875,-0.57025,2,3.02867,-1.71793,-95.2094,-0.0483815,-0.530661,-0.215462,0.157186,2.57528,-1.29815,-0.0895842,-0.521761,-0.0286688,5.20938,2,1.28239,-0.086531,10.4664,10.3799,0.108234,0.0221124,0.596874,0.0221124,0.596874,0.2,0.25,0.05,0.00138203,0,0,0.00138203
30.167,3.042,-1.474,-91.695,-0.0166975,-0.564253,-3,3.02895,-1.77792,-91.7015,-0.0170016,-0.572353,0.0121742,-0.0915984,3.04656,-1.37049,0.0168535,-0.610388,-0.0289549,1.70146,2,1.22242,-0.210221,-1.14423,-1.35445,0.104041,0.0221432,0.62572,0.0221432,0.62572,0.2,0.25,0.05,0.00138395,0,0,0.00138395
30.276,3.04,-1.529,-90.7307,-0.0069952,-0.548455,9,3.03413,-1.83334,-86.5221,0.037149,-0.611251,0.223504,-0.216062,3.04934,-1.33253,0.0701562,-0.631869,-0.0341265,-3.4779,2,1.16716,-0.279872,-7.40663,-7.68651,0.105215,0.0221173,0.614661,0.0221173,0.614661,0.2,0.25,0.05,0.00138233,0,0,0.00138233
30.393,3.039,-1.586,-90.7307,-0.00728853,-0.571454,-1,3.04082,-1.89427,-85.5291,0.0463458,-0.592733,0.154099,-0.0476641,3.17391,-1.60059,0.0355955,-0.56818,-0.0408223,-4.47086,2,1.10649,-0.335125,-4.7876,-5.12272,0.102571,0.0221433,0.626926,0.0221433,0.626926,0.2,0.25,0.05,0.00138396,0,0,0.00138396
30.509,3.038,-1.642,-91.695,-0.0164609,-0.556256,-8,3.04512,-1.94862,-86.2818,0.0387353,-0.596062,0.0532763,-0.050169,3.09658,-1.29947,0.0232888,-0.598077,-0.0451175,-3.71816,2,1.05235,-0.351506,-2.76234,-3.11385,0.10169,0.0221661,0.626418,0.0221661,0.626418,0.2,0.25,0.05,0.00138538,0,0,0.00138538
30.61,3.036,-1.698,-92.747,-0.0266704,-0.555861,-8,3.0289,-2.00611,-93.4092,-0.0357758,-0.60055,-0.262556,-0.050102,2.56266,-1.87598,-0.0873573,-0.600812,-0.0289046,3.40918,2,0.99431,-0.0925368,9.41936,9.32682,0.108783,0.0220902,0.596803,0.0220902,0.596803,0.2,0.25,0.05,0.00138064,0,0,0.00138064
30.728,3.033,-1.753,-92.747,-0.026287,-0.54787,-3,3.02579,-2.06215,-92.8318,-0.0270238,-0.546319,-0.101375,0.185568,2.93547,-1.7166,-0.00289579,-0.512198,-0.0257936,2.83185,2,0.9382,-0.166731,2.10832,1.94159,0.104081,0.0221199,0.626358,0.0221199,0.626358,0.2,0.25,0.05,0.00138249,0,0,0.00138249
30.841,3.03,-1.809,-91.695,-0.0165792,-0.560255,9,3.03307,-2.12924,-89.251,0.00812986,-0.621857,0.0795272,-0.201463,3.26265,-1.87587,0.0352133,-0.68161,-0.0330712,-0.749015,2,0.871389,-0.284483,-3.52613,-3.81061,0.103256,0.0221206,0.622456,0.0221206,0.622456,0.2,0.25,0.05,0.00138254,0,0,0.00138254
30.957,3.028,-1.865,-91.695,-0.0167271,-0.565253,2,3.03798,-2.18784,-90.7852,-0.00800285,-0.583958,-0.0254234,0.034265,3.3375,-1.86952,-0.0246899,-0.548956,-0.0379759,0.78516,2,0.813049,-0.303869,1.89695,1.59308,0.102158,0.0221428,0.625608,0.0221428,0.625608,0.2,0.25,0.05,0.00138393,0,0,0.00138393
31.071,3.026,-1.923,-91.695,-0.0169933,-0.574249,-4,3.02437,-2.23469,-92.8918,-0.0289232,-0.572566,-0.0884832,0.0493571,2.56488,-1.40124,-0.0375207,-0.572287,-0.0243672,2.89185,2,0.765702,-0.0894939,4.26583,4.17634,0.102708,0.0221536,0.621758,0.0221536,0.621758,0.2,0.25,0.05,0.0013846,0,0,0.0013846
31.188,3.023,-1.98,-91.695,-0.0169046,-0.57125,2,3.03284,-2.30007,-89.1062,0.00896153,-0.574417,0.0958881,0.0176871,3.31421,-2.19906,0.0362386,-0.579477,-0.0328433,-0.893805,2,0.700702,-0.288632,-3.71646,-4.00509,0.101725,0.0221849,0.626525,0.0221849,0.626525,0.2,0.25,0.05,0.00138656,0,0,0.00138656
31.305,3.021,-2.037,-91.695,-0.0167567,-0.566252,4,3.03293,-2.35863,-88.8772,0.0108094,-0.551505,0.0596102,0.0945263,3.01479,-2.0971,0.00533635,-0.540475,-0.0329337,-1.12285,2,0.642215,-0.237679,-1.18675,-1.42443,0.101212,0.0222171,0.627079,0.0222171,0.627079,0.2,0.25,0.05,0.00138857,0,0,0.00138857
31.423,3.019,-2.095,-91.695,-0.0169933,-0.574249,-4,3.03603,-2.41543,-90.176,-0.00173958,-0.566454,-0.0196467,-0.0156048,3.21271,-1.92276,-0.0142192,-0.584421,-0.0360334,0.175955,2,0.585683,-0.278354,1.14897,0.870617,0.100673,0.0222563,0.628473,0.0222563,0.628473,0.2,0.25,0.05,0.00139102,0,0,0.00139102
31.54,3.017,-2.152,-91.695,-0.0169342,-0.572249,-1,3.02954,-2.47868,-94.0714,-0.0402391,-0.565314,-0.159381,-0.00621862,2.96419,-2.35605,-0.0614578,-0.564185,-0.0295392,4.07145,2,0.522156,-0.172718,6.66084,6.48812,0.100964,0.0222884,0.626504,0.0222884,0.626504,0.2,0.25,0.05,0.00139302,0,0,0.00139302
31.652,3.015,-2.209,-91.695,-0.0170525,-0.576248,1,3.02676,-2.53715,-98.7081,-0.0857303,-0.55972,-0.273397,0.0153784,3.30703,-2.35512,-0.104313,-0.556752,-0.026763,8.70811,3,0.463621,-0.174846,11.5632,11.3883,0.103472,0.0222846,0.616923,0.0222846,0.616923,0.2,0.25,0.05,0.00139279,0,0,0.00139279
31.768,3.012,-2.265,-91.695,-0.0164313,-0.555257,6,3.03051,-2.58911,-94.8264,-0.0446798,-0.529156,0.00906077,0.121824,3.31076,-2.17814,-0.00226834,-0.513907,0.410892,-85.1736,3,3.05824,5.6749,-149.496,-100,0.102716,0.0223039,0.6238,0.0223039,0.6238,0.2,0.25,0.05,0.00139399,0,0,0.00139399
31.888,3.011,-2.317,-90.7307,-0.00671463,-0.526457,11,3.02046,-2.65359,-94.3622,-0.039077,-0.512267,0.0307549,0.132319,2.78268,-2.7495,-0.0352375,-0.510458,0.346409,-85.6378,3,3.04026,2.10725,-77.4221,-75.3149,0.100177,0.0223498,0.632719,0.0223498,0.632719,0.2,0.25,0.05,0.00139686,0,0,0.00139686
32.005,3.01,-2.366,-94.6755,-0.0399822,-0.488868,-43,3.01441,-2.71065,-93.381,-0.0303428,-0.513599,0.0525011,0.0638828,2.90974,-2.52586,-0.0267541,-0.524529,0.289353,-86.619,3,3.02826,1.73222,-78.7118,-76.9796,0.100547,0.0223769,0.627431,0.0223769,0.627431,0.2,0.25,0.05,0.00139856,0,0,0.00139856
32.122,3.006,-2.412,-98.708,-0.0691138,-0.451238,-43,3.00938,-2.75656,-94.0122,-0.0335979,-0.479011,0.0164018,0.161436,2.982,-2.30202,-0.0390656,-0.465183,0.243438,-85.9878,3,3.01921,1.4702,-76.9036,-75.4334,0.101066,0.0224035,0.62595,0.0224035,0.62595,0.2,0.25,0.05,0.00140022,0,0,0.00140022
32.227,3,-2.453,-102.653,-0.0921076,-0.410288,-43,2.99925,-2.79616,-101.665,-0.0875343,-0.423995,-0.207219,0.310224,3.01482,-2.57398,-0.124133,-0.400143,0.203845,-78.3351,3,3.00617,1.19618,-63.9421,-62.7459,0.106853,0.0223472,0.603587,0.0223472,0.603587,0.2,0.25,0.05,0.0013967,0,0,0.0013967
32.33,2.991,-2.491,-107.65,-0.118094,-0.371166,-43,2.98649,-2.8268,-108.611,-0.135329,-0.401868,-0.317132,0.259594,3.01247,-2.26586,-0.153244,-0.411212,0.173199,-71.3891,3,2.99151,1.03282,-58.1809,-57.1481,0.110698,0.0222724,0.597691,0.0222724,0.597691,0.2,0.25,0.05,0.00139203,0,0,0.00139203
32.435,2.98,-2.525,-111.682,-0.132081,-0.332206,-43,2.97394,-2.86563,-107.769,-0.114056,-0.355909,-0.0872349,0.337787,2.83571,-2.87877,-0.0776148,-0.343583,0.134369,-72.2312,3,2.97698,0.701187,-65.7299,-65.0287,0.110674,0.0222054,0.603772,0.0222054,0.603772,0.2,0.25,0.05,0.00138783,0,0,0.00138783
32.552,2.967,-2.556,-115.627,-0.141214,-0.294382,-43,2.96893,-2.89265,-104.273,-0.0624069,-0.245322,0.160885,0.62132,3.03104,-2.72934,-0.026307,-0.204295,0.107349,-75.7274,3,2.97087,0.606635,-70.844,-70.2374,0.104022,0.0222137,0.629291,0.0222137,0.629291,0.2,0.25,0.05,0.00138836,0,0,0.00138836
