SimTime,X_true,Y_true,Heading_true,Vx_true,Vy_true,RotVel_true,X_est,Y_est,Heading_est,Vx_est,Vy_est,Ax_est,Ay_est,x_meas,y_meas,vx_meas,vy_meas,LateralError,HeadingError,CurrentSegment,DistanceToNext,LateralControl,HeadingControl,u_psi,P_trace,K_x_gain,K_xdot_gain,K_y_gain,K_ydot_gain,Q_std,R_pos_std,R_vel_std,P_xx,P_xy,P_yx,P_yy
49.321,-2.708,0.156,63.8183,0.123762,0.251721,-43,-2.84318,0.29393,65.1494,0.156668,0.338276,0.0530881,0.0279916,-2.68267,-0.106926,0.144705,0.342844,-0.29393,-65.1494,5,2.85833,-2.30909,-59.1824,-61.4915,0.100413,0.0220048,0.644161,0.0220048,0.644161,0.2,0.25,0.05,0.0013753,0,0,0.0013753
49.438,-2.696,0.18,59.7859,0.133608,0.229432,-43,-2.82271,0.30599,51.0036,0.1926,0.237872,0.169374,-0.361364,-2.91763,-0.33626,0.210396,0.180867,-0.30599,-51.0036,5,2.83925,-2.27734,-35.0219,-37.2992,0.0994994,0.0220407,0.631801,0.0220407,0.631801,0.2,0.25,0.05,0.00137755,0,0,0.00137755
49.539,-2.683,0.202,54.7891,0.146165,0.207118,-43,-2.7992,0.325561,50.0817,0.184348,0.220335,0.0623005,-0.281124,-2.50736,0.0971093,0.165703,0.234329,-0.325561,-50.0817,5,2.81807,-2.48355,-44.252,-46.7355,0.107995,0.021972,0.59634,0.021972,0.59634,0.2,0.25,0.05,0.00137325,0,0,0.00137325
49.641,-2.669,0.223,51.8086,0.154264,0.196094,-37,-2.76522,0.333887,34.6661,0.213003,0.147304,0.145689,-0.460521,-2.21523,0.00486404,0.225529,0.118639,-0.333887,-34.6661,5,2.78531,-2.46276,-17.5975,-20.0602,0.112064,0.0219059,0.594118,0.0219059,0.594118,0.2,0.25,0.05,0.00136912,0,0,0.00136912
49.759,-2.654,0.242,46.8118,0.170757,0.181913,-43,-2.73771,0.358256,34.8093,0.235171,0.163504,0.165263,-0.176041,-2.70355,0.429169,0.237933,0.204681,-0.358256,-34.8093,5,2.76105,-2.72814,-31.4376,-34.1657,0.104546,0.0219369,0.62924,0.0219369,0.62924,0.2,0.25,0.05,0.00137106,0,0,0.00137106
49.869,-2.637,0.261,43.8313,0.179985,0.172788,-32,-2.71904,0.372665,34.5961,0.200589,0.138357,-0.0442179,-0.197764,-2.79234,0.291386,0.168437,0.135199,-0.372665,-34.5961,5,2.74446,-2.7775,-30.9621,-33.7396,0.104428,0.0219224,0.618452,0.0219224,0.618452,0.2,0.25,0.05,0.00137015,0,0,0.00137015
49.986,-2.619,0.278,40.8507,0.188726,0.163196,-34,-2.69891,0.388372,35.2011,0.201372,0.142058,-0.0178109,-0.0899307,-2.87089,0.273253,0.20578,0.158565,-0.388372,-35.2011,5,2.72671,-2.89294,-32.1463,-35.0393,0.102135,0.0219559,0.627408,0.0219559,0.627408,0.2,0.25,0.05,0.00137224,0,0,0.00137224
50.104,-2.6,0.295,36.8183,0.199735,0.14952,-34,-2.6782,0.409189,28.2585,0.196112,0.105412,-0.0281759,-0.197616,-2.79225,0.773796,0.194847,0.0882358,-0.409189,-28.2585,5,2.70928,-3.07319,-20.1375,-23.2107,0.100678,0.022001,0.629741,0.022001,0.629741,0.2,0.25,0.05,0.00137507,0,0,0.00137507
50.223,-2.58,0.31,33.8377,0.207239,0.138932,-35,-2.64754,0.424229,27.8257,0.175284,0.0925171,-0.103475,-0.158464,-2.20423,0.537504,0.16274,0.0981384,-0.424229,-27.8257,5,2.68131,-3.14545,-24.7158,-27.8612,0.0999176,0.0220563,0.630623,0.0220563,0.630623,0.2,0.25,0.05,0.00137852,0,0,0.00137852
50.337,-2.559,0.324,31.9092,0.211797,0.131879,-23,-2.62102,0.437028,24.4808,0.19585,0.0891746,0.0206515,-0.102,-2.48595,0.498657,0.214884,0.0978324,-0.437028,-24.4808,5,2.65721,-3.22744,-19.3919,-22.6194,0.102053,0.0220777,0.620917,0.0220777,0.620917,0.2,0.25,0.05,0.00137986,0,0,0.00137986
50.45,-2.538,0.337,28.841,0.218552,0.120354,-28,-2.60015,0.439292,13.1926,0.212732,0.049867,0.0808251,-0.209074,-2.74657,0.276851,0.222465,0.0335471,-0.439292,-13.1926,5,2.63699,-3.17732,-2.88279,-6.06011,0.103606,0.0220891,0.618033,0.0220891,0.618033,0.2,0.25,0.05,0.00138057,0,0,0.00138057
50.567,-2.516,0.349,25.8604,0.224515,0.108827,-23,-2.56993,0.445976,21.8889,0.200465,0.0805413,-0.0106927,0.0118393,-2.23055,0.232513,0.185785,0.114499,-0.445976,-21.8889,5,2.60834,-3.25216,-26.3894,-29.6416,0.102132,0.0221239,0.626251,0.0221239,0.626251,0.2,0.25,0.05,0.00138275,0,0,0.00138275
50.683,-2.49,0.362,24.8962,0.258062,0.119767,-11,-2.53582,0.448249,18.554,0.270109,0.0906601,0.265624,0.0525987,-2.4518,0.0765447,0.312045,0.0977882,-0.448249,-18.554,5,2.57513,-3.2415,-14.1111,-17.3526,0.101717,0.0221512,0.625655,0.0221512,0.625655,0.2,0.25,0.05,0.00138445,0,0,0.00138445
50.799,-2.468,0.372,22.8799,0.231712,0.0977835,-23,-2.51355,0.447104,8.69579,0.266156,0.0407075,0.134486,-0.163141,-2.80079,0.23032,0.246786,0.00821316,-0.447104,-8.69579,5,2.55301,-3.21204,-0.177631,-3.38968,0.101746,0.0221776,0.624931,0.0221776,0.624931,0.2,0.25,0.05,0.0013861,0,0,0.0013861
50.915,-2.443,0.383,20.8637,0.245288,0.0934883,-17,-2.48257,0.449735,7.92396,0.314415,0.0437627,0.26635,-0.0740353,-2.70619,0.278649,0.335162,0.0578316,-0.449735,-7.92396,5,2.52297,-3.25442,-6.53273,-9.78715,0.10182,0.0222032,0.624696,0.0222032,0.624696,0.2,0.25,0.05,0.0013877,0,0,0.0013877
51.016,-2.416,0.393,20.8637,0.277993,0.105953,-5,-2.46765,0.457478,10.6552,0.259796,0.0488785,-0.0582735,-0.0245972,-2.82685,0.552929,0.206449,0.0569196,-0.457478,-10.6552,5,2.5097,-3.34903,-12.0234,-15.3725,0.108973,0.0221273,0.596278,0.0221273,0.596278,0.2,0.25,0.05,0.00138296,0,0,0.00138296
51.133,-2.388,0.404,19.8994,0.282558,0.102281,-10,-2.4223,0.459269,4.48073,0.290642,0.0227757,0.0852126,-0.117515,-1.94178,0.419314,0.310891,0.00902221,-0.459269,-4.48073,5,2.46545,-3.31776,0.716928,-2.60083,0.104635,0.0221485,0.624499,0.0221485,0.624499,0.2,0.25,0.05,0.00138428,0,0,0.00138428
51.251,-2.361,0.414,17.8832,0.272658,0.0879775,-15,-2.38463,0.470138,16.7323,0.260449,0.0782988,-0.0787428,0.154631,-2.03136,0.48023,0.235216,0.118671,-0.470138,-16.7323,5,2.43053,-3.45131,-24.4036,-27.8549,0.101142,0.0221804,0.631644,0.0221804,0.631644,0.2,0.25,0.05,0.00138627,0,0,0.00138627
51.368,-2.331,0.424,17.8832,0.292643,0.0944261,-3,-2.35051,0.476401,6.71655,0.294251,0.0346527,0.0896164,-0.0885863,-2.4117,0.656235,0.319994,-0.00277008,-0.476401,-6.71655,5,2.3983,-3.46862,1.65956,-1.80906,0.100697,0.0222099,0.628231,0.0222099,0.628231,0.2,0.25,0.05,0.00138812,0,0,0.00138812
51.478,-2.305,0.432,15.9546,0.262003,0.0749035,-15,-2.31229,0.482047,8.80438,0.278075,0.0430701,-0.0202083,-0.0167271,-1.92455,0.483831,0.259702,0.05449,-0.482047,-8.80438,5,2.36201,-3.5077,-9.63217,-13.1399,0.10421,0.0221936,0.613521,0.0221936,0.613521,0.2,0.25,0.05,0.0013871,0,0,0.0013871
51.579,-2.277,0.44,15.9546,0.27931,0.0798513,-4,-2.28609,0.493412,14.8275,0.287049,0.075989,0.0275588,0.123237,-2.42751,0.619522,0.295253,0.0989341,-0.493412,-14.8275,5,2.33873,-3.63359,-18.7119,-22.3455,0.110375,0.0221155,0.594643,0.0221155,0.594643,0.2,0.25,0.05,0.00138222,0,0,0.00138222
51.694,-2.25,0.448,14.9026,0.270099,0.071881,-13,-2.26608,0.510414,17.8184,0.268484,0.0862959,-0.052684,0.101382,-2.73899,0.866436,0.257589,0.0822035,-0.510414,-17.8184,5,2.32285,-3.78143,-18.3773,-22.1587,0.10588,0.0221213,0.621739,0.0221213,0.621739,0.2,0.25,0.05,0.00138258,0,0,0.00138258
51.811,-2.225,0.454,11.9221,0.248032,0.0523685,-22,-2.23992,0.513136,5.79717,0.266282,0.0270347,-0.0329411,-0.180249,-2.4823,0.551542,0.26982,-0.0148345,-0.513136,-5.79717,5,2.29795,-3.71133,4.02964,0.318311,0.101951,0.0221443,0.630281,0.0221443,0.630281,0.2,0.25,0.05,0.00138402,0,0,0.00138402
51.931,-2.201,0.46,9.90587,0.24578,0.0429215,-22,-2.20425,0.516295,3.97654,0.302569,0.0210333,0.123756,-0.119144,-2.26006,0.480006,0.326049,0.0302278,-0.516295,-3.97654,5,2.2639,-3.73628,-2.21342,-5.9497,0.099519,0.0221935,0.634129,0.0221935,0.634129,0.2,0.25,0.05,0.00138709,0,0,0.00138709
52.041,-2.174,0.465,8.94158,0.277091,0.0435974,-10,-2.16915,0.509494,1.46881,0.356843,0.00914987,0.28704,-0.107655,-2.35755,0.125493,0.38332,0.0119039,-0.509494,-1.46881,5,2.22818,-3.62384,0.72986,-2.89398,0.103545,0.0221787,0.614315,0.0221787,0.614315,0.2,0.25,0.05,0.00138617,0,0,0.00138617
52.157,-2.146,0.469,8.94158,0.277585,0.0436751,0,-2.12974,0.514659,10.3877,0.294101,0.0539125,-0.0994259,0.12077,-1.75387,0.402417,0.234101,0.0891071,-0.514659,-10.3877,5,2.19104,-3.7376,-16.2688,-20.0064,0.102964,0.0222022,0.622919,0.0222022,0.622919,0.2,0.25,0.05,0.00138764,0,0,0.00138764
52.275,-2.117,0.474,8.94158,0.290921,0.0457733,-3,-2.10722,0.507273,2.17729,0.231943,0.00881827,-0.292856,-0.106043,-2.33172,0.195326,0.203397,-0.0245316,-0.507273,-2.17729,5,2.16742,-3.6073,4.30263,0.695338,0.101178,0.0222391,0.629082,0.0222391,0.629082,0.2,0.25,0.05,0.00138994,0,0,0.00138994
52.392,-2.091,0.478,6.92534,0.26257,0.0318923,-15,-2.07322,0.50883,-5.70819,0.273686,-0.027357,0.00393132,-0.201989,-2.11583,0.702131,0.319007,-0.0424595,-0.50883,5.70819,5,2.13475,-3.67315,11.2031,7.52997,0.100941,0.02227,0.627341,0.02227,0.627341,0.2,0.25,0.05,0.00139187,0,0,0.00139187
52.509,-2.062,0.482,6.92534,0.290366,0.0352685,-4,-2.04565,0.509728,8.7618,0.268092,0.0413199,-0.0167646,0.162731,-2.21066,0.221096,0.26534,0.0978054,-0.509728,-8.7618,5,2.1082,-3.67557,-19.0164,-22.6919,0.10109,0.0223005,0.626415,0.0223005,0.626415,0.2,0.25,0.05,0.00139378,0,0,0.00139378
52.619,-2.034,0.486,7.97729,0.277786,0.038928,8,-2.01368,0.524177,13.6044,0.265805,0.0643265,-0.0206025,0.176445,-1.89612,0.893433,0.264926,0.065657,-0.524177,-13.6044,5,2.08079,-3.86865,-16.2061,-20.0747,0.104427,0.0222819,0.613299,0.0222819,0.613299,0.2,0.25,0.05,0.00139262,0,0,0.00139262
52.72,-2.007,0.489,5.96105,0.269037,0.0280921,-23,-1.97914,0.530909,10.6124,0.274499,0.0514327,0.0185329,0.0476662,-1.68937,0.670663,0.280404,0.0298375,-0.530909,-10.6124,5,2.04911,-3.87054,-6.88505,-10.7556,0.110429,0.0222003,0.594799,0.0222003,0.594799,0.2,0.25,0.05,0.00138752,0,0,0.00138752
52.838,-1.982,0.492,3.94481,0.253897,0.0175085,-20,-1.94258,0.51803,-4.27521,0.282182,-0.0210946,0.0381221,-0.260227,-1.79197,0.0839765,0.284702,-0.0653046,-0.51803,4.27521,5,2.01047,-3.65123,15.2027,11.5514,0.1044,0.0222213,0.627544,0.0222213,0.627544,0.2,0.25,0.05,0.00138883,0,0,0.00138883
52.956,-1.955,0.493,1.92858,0.26435,0.00890139,-11,-1.9053,0.52467,-4.49706,0.277925,-0.0218588,0.000191447,-0.148364,-1.68934,0.844777,0.27175,-0.00609476,-0.52467,4.49706,5,1.97622,-3.81814,4.21655,0.398414,0.100854,0.0222487,0.632438,0.0222487,0.632438,0.2,0.25,0.05,0.00139054,0,0,0.00139054
53.072,-1.926,0.495,3.94481,0.284824,0.0196411,12,-1.86479,0.51301,-4.53853,0.308568,-0.0244936,0.116163,-0.0839501,-1.67182,0.065395,0.325819,-0.0134966,-0.51301,4.53853,5,1.93407,-3.6213,4.11685,0.49555,0.101065,0.0222681,0.626342,0.0222681,0.626342,0.2,0.25,0.05,0.00139175,0,0,0.00139175
53.18,-1.898,0.496,3.94481,0.284325,0.0196068,0,-1.82689,0.522264,0.919548,0.294484,0.00472662,0.00434354,0.0627322,-1.49983,0.857695,0.275765,0.0275202,-0.522264,-0.919548,5,1.90007,-3.82199,-5.37599,-9.19798,0.105373,0.022235,0.609469,0.022235,0.609469,0.2,0.25,0.05,0.00138969,0,0,0.00138969
53.281,-1.87,0.498,3.94481,0.284325,0.0196068,0,-1.79877,0.520027,-3.62163,0.308152,-0.0195041,0.0615847,-0.0640843,-1.94617,0.553114,0.3179,-0.0405096,-0.520027,3.62163,5,1.87244,-3.72826,7.30606,3.57781,0.110928,0.0221536,0.594368,0.0221536,0.594368,0.2,0.25,0.05,0.0013846,0,0,0.0013846
53.382,-1.84,0.5,2.98053,0.296099,0.015417,-9,-1.76326,0.5287,3.76175,0.264067,0.0173623,-0.158618,0.114255,-1.31073,0.790245,0.227653,0.045635,-0.5287,-3.76175,5,1.84082,-3.86846,-9.96483,-13.8333,0.113131,0.0220676,0.594661,0.0220676,0.594661,0.2,0.25,0.05,0.00137923,0,0,0.00137923
53.499,-1.811,0.502,2.98053,0.287111,0.014949,3,-1.73492,0.521422,3.71457,0.263454,0.0171041,-0.0828948,0.0651652,-1.89847,0.141122,0.274829,0.0109021,-0.521422,-3.71457,5,1.81158,-3.70945,-3.30683,-7.01628,0.105081,0.0220786,0.628755,0.0220786,0.628755,0.2,0.25,0.05,0.00137991,0,0,0.00137991
53.604,-1.783,0.503,1.92858,0.286338,0.00964177,-14,-1.70754,0.527293,-1.34901,0.29604,-0.00697144,0.0880015,-0.0657008,-1.92942,0.86692,0.32358,-0.0284479,-0.527293,1.34901,5,1.7871,-3.83676,5.55432,1.71756,0.106959,0.022022,0.609339,0.022022,0.609339,0.2,0.25,0.05,0.00137637,0,0,0.00137637
53.713,-1.754,0.504,0.964288,0.287459,0.0048384,-7,-1.69057,0.530126,6.81404,0.261798,0.0312825,-0.0823699,0.120254,-2.16084,0.456297,0.236344,0.0604289,-0.530126,-6.81404,5,1.77174,-3.83563,-12.8728,-16.7084,0.107079,0.0219923,0.611871,0.0219923,0.611871,0.2,0.25,0.05,0.00137452,0,0,0.00137452
53.829,-1.724,0.505,0.964288,0.294458,0.0049562,2,-1.67256,0.528461,0.588636,0.216105,0.00222026,-0.221112,-0.0509025,-2.00112,0.496857,0.196212,-0.0232635,-0.528461,-0.588636,5,1.75406,-3.79458,4.30028,0.505702,0.103436,0.0220113,0.626254,0.0220113,0.626254,0.2,0.25,0.05,0.00137571,0,0,0.00137571
53.947,-1.696,0.505,-0.964288,0.276461,-0.00465328,-17,-1.64014,0.517733,-2.38241,0.280966,-0.0116896,0.137063,-0.0744882,-1.78695,0.0830953,0.334881,-0.014071,-0.517733,2.38241,5,1.71992,-3.66222,4.41022,0.747999,0.100883,0.0220503,0.630868,0.0220503,0.630868,0.2,0.25,0.05,0.00137815,0,0,0.00137815
54.051,-1.667,0.505,-0.964288,0.297458,-0.00500669,-4,-1.60641,0.516481,-5.37938,0.294989,-0.0277776,0.133148,-0.109069,-1.43448,0.581212,0.29396,-0.0335853,-0.516481,5.37938,5,1.6874,-3.71,7.43497,3.72497,0.106796,0.0219993,0.603388,0.0219993,0.603388,0.2,0.25,0.05,0.00137496,0,0,0.00137496
54.154,-1.638,0.504,-0.964288,0.291459,-0.00490571,1,-1.5703,0.510414,-11.2275,0.342093,-0.067907,0.270598,-0.229386,-1.52926,0.5527,0.364355,-0.0875563,-0.510414,11.2275,5,1.65117,-3.63258,15.2148,11.5822,0.110678,0.0219388,0.597586,0.0219388,0.597586,0.2,0.25,0.05,0.00137117,0,0,0.00137117
54.259,-1.609,0.504,-2.17382e-13,0.2815,-1.06802e-15,4,-1.53627,0.508583,-6.01872,0.342492,-0.0361105,0.15381,0.00372403,-1.53691,0.501602,0.324125,0.000567692,-0.508583,6.01872,5,1.61827,-3.64924,0.952152,-2.69709,0.110648,0.0218869,0.60375,0.0218869,0.60375,0.2,0.25,0.05,0.00136793,0,0,0.00136793
54.359,-1.583,0.504,0.964288,0.262463,0.00441767,12,-1.51016,0.502981,-4.07103,0.297206,-0.021153,-0.100145,0.0680021,-1.58849,0.332706,0.25651,-0.0104728,-0.502981,4.07103,5,1.59172,-3.58112,1.91102,-1.6701,0.112601,0.0218031,0.596128,0.0218031,0.596128,0.2,0.25,0.05,0.00136269,0,0,0.00136269
54.476,-1.555,0.504,-2.17382e-13,0.2795,-1.06043e-15,-3,-1.4682,0.515291,7.86612,0.341298,0.0471533,0.12564,0.30781,-1.41778,0.834361,0.373976,0.0812084,-0.515291,-7.86612,5,1.556,-3.78585,-16.2619,-20.0478,0.10487,0.021824,0.628727,0.021824,0.628727,0.2,0.25,0.05,0.001364,0,0,0.001364
54.578,-1.526,0.504,-2.17382e-13,0.2855,-1.08319e-15,-2,-1.4442,0.51525,8.87889,0.298029,0.0465576,-0.0995257,0.179301,-1.65248,0.400439,0.262212,0.0261067,-0.51525,-8.87889,5,1.53336,-3.70951,-8.88463,-12.5941,0.108388,0.021759,0.603312,0.021759,0.603312,0.2,0.25,0.05,0.00135994,0,0,0.00135994
54.683,-1.499,0.505,-0.964288,0.273461,-0.00460279,-13,-1.42049,0.520354,5.25857,0.287936,0.026501,-0.0925819,0.0154549,-1.74472,0.702709,0.289756,7.54257e-05,-0.520354,-5.25857,5,1.5128,-3.78155,-1.62957,-5.41112,0.109807,0.0217134,0.603404,0.0217134,0.603404,0.2,0.25,0.05,0.00135709,0,0,0.00135709
54.792,-1.472,0.504,-1.92858,0.269347,-0.00906966,-13,-1.39555,0.520112,-0.983722,0.277852,-0.00477096,-0.0880143,-0.12051,-1.66611,0.55719,0.27918,-0.0257457,-0.520112,0.983722,5,1.48932,-3.7432,6.03953,2.29633,0.107901,0.0216942,0.612927,0.0216942,0.612927,0.2,0.25,0.05,0.00135589,0,0,0.00135589
54.91,-1.444,0.503,-2.98053,0.281119,-0.014637,-5,-1.36809,0.511784,-6.70611,0.281522,-0.0331017,-0.0272097,-0.172698,-1.66475,0.275632,0.291212,-0.0401454,-0.511784,6.70611,5,1.46068,-3.63403,10.4,6.766,0.102409,0.0217371,0.631353,0.0217371,0.631353,0.2,0.25,0.05,0.00135857,0,0,0.00135857
55.027,-1.414,0.502,-2.98053,0.296099,-0.015417,2,-1.3246,0.521679,5.94669,0.298439,0.0310864,0.0449644,0.153489,-0.952155,0.706775,0.30832,0.0797041,-0.521679,-5.94669,5,1.42363,-3.81699,-15.0849,-18.9019,0.100769,0.021782,0.629694,0.021782,0.629694,0.2,0.25,0.05,0.00136137,0,0,0.00136137
55.149,-1.387,0.5,-1.92858,0.277343,-0.00933889,7,-1.29497,0.522371,-2.17355,0.244373,-0.00927489,-0.184471,-0.0763508,-1.26092,0.684531,0.210167,-0.0438916,-0.522371,2.17355,5,1.39636,-3.76516,7.94653,4.18138,0.0985653,0.0218663,0.636109,0.0218663,0.636109,0.2,0.25,0.05,0.00136664,0,0,0.00136664
55.265,-1.359,0.499,-3.94481,0.278838,-0.0192284,-19,-1.25337,0.529979,2.0025,0.311774,0.010901,0.156743,0.0316466,-1.12796,0.774074,0.364341,0.0270145,-0.529979,-2.0025,5,1.36082,-3.86307,-5.04229,-8.90536,0.100517,0.0219121,0.62495,0.0219121,0.62495,0.2,0.25,0.05,0.0013695,0,0,0.0013695
55.367,-1.329,0.498,-4.9091,0.291427,-0.0250307,-8,-1.2289,0.531548,-1.40808,0.291911,-0.00717535,0.0149586,-0.056823,-1.39172,0.668565,0.268546,-0.0222525,-0.531548,1.40808,5,1.33894,-3.83822,4.27661,0.438391,0.108289,0.0218595,0.596824,0.0218595,0.596824,0.2,0.25,0.05,0.00136622,0,0,0.00136622
55.485,-1.3,0.495,-3.94481,0.291807,-0.0201227,3,-1.18565,0.526307,-0.367804,0.377353,-0.00242241,0.352179,-0.00650353,-1.2641,0.279699,0.427726,0.0056514,-0.526307,0.367804,5,1.29721,-3.75743,-0.462408,-4.21984,0.104019,0.0219041,0.62581,0.0219041,0.62581,0.2,0.25,0.05,0.001369,0,0,0.001369
55.602,-1.271,0.493,-3.94481,0.294301,-0.0202947,0,-1.1515,0.518156,-2.16283,0.335376,-0.012666,0.0270196,-0.0385617,-1.23715,0.217532,0.286926,-0.0167174,-0.518156,2.16283,5,1.26271,-3.68056,3.32734,-0.353222,0.101411,0.0219431,0.629602,0.0219431,0.629602,0.2,0.25,0.05,0.00137144,0,0,0.00137144
55.714,-1.241,0.491,-4.9091,0.297405,-0.0255442,-4,-1.12436,0.52016,-2.44504,0.33224,-0.0141866,0.0104253,-0.0301266,-1.56913,0.670229,0.330711,-0.0132278,-0.52016,2.44504,5,1.23885,-3.75803,2.42731,-1.33072,0.103177,0.0219495,0.618666,0.0219495,0.618666,0.2,0.25,0.05,0.00137184,0,0,0.00137184
55.832,-1.212,0.488,-4.9091,0.291925,-0.0250735,0,-1.0863,0.512405,-11.5245,0.329502,-0.0671847,-0.00458553,-0.224503,-1.11883,0.53298,0.327318,-0.096569,-0.512405,11.5245,5,1.20109,-3.64199,17.2971,13.6551,0.101566,0.0219949,0.627819,0.0219949,0.627819,0.2,0.25,0.05,0.00137468,0,0,0.00137468
55.947,-1.183,0.486,-4.9091,0.290431,-0.0249452,-1,-1.05753,0.514839,-0.909928,0.25839,-0.0041039,-0.281285,0.123835,-1.05848,0.524978,0.21586,0.0494157,-0.514839,0.909928,5,1.17619,-3.72209,-7.48813,-11.2102,0.101975,0.0220212,0.623729,0.0220212,0.623729,0.2,0.25,0.05,0.00137632,0,0,0.00137632
56.065,-1.154,0.484,-4.9091,0.290431,-0.0249452,-1,-1.02872,0.510035,0.894205,0.256958,0.00401063,-0.154315,0.101887,-1.20106,0.313862,0.276623,0.00118105,-0.510035,-0.894205,5,1.14822,-3.64293,-2.18082,-5.82375,0.101015,0.0220671,0.628209,0.0220671,0.628209,0.2,0.25,0.05,0.00137919,0,0,0.00137919
56.172,-1.124,0.481,-5.96105,0.294897,-0.0307922,-11,-1.00321,0.502833,-11.6917,0.246198,-0.0509482,-0.129902,-0.161006,-1.08604,0.510031,0.25032,-0.0933599,-0.502833,11.6917,5,1.12218,-3.57194,21.1089,17.5369,0.105637,0.0220379,0.608259,0.0220379,0.608259,0.2,0.25,0.05,0.00137737,0,0,0.00137737
56.28,-1.094,0.478,-6.92534,0.294337,-0.0357508,-6,-0.96835,0.489728,-14.4235,0.26226,-0.0674516,-0.0117512,-0.15201,-0.728822,0.183667,0.280458,-0.0653636,-0.489728,14.4235,5,1.08514,-3.43867,15.2576,11.8189,0.107561,0.0220103,0.607969,0.0220103,0.607969,0.2,0.25,0.05,0.00137564,0,0,0.00137564
56.396,-1.068,0.475,-5.96105,0.26307,-0.027469,5,-0.94149,0.495864,0.791497,0.221547,0.00306069,-0.170393,0.197777,-0.87828,0.678592,0.197685,0.0549019,-0.495864,-0.791497,5,1.06409,-3.6083,-12.5171,-16.1254,0.103848,0.0220313,0.625381,0.0220313,0.625381,0.2,0.25,0.05,0.00137696,0,0,0.00137696
56.507,-1.043,0.472,-4.9091,0.255559,-0.02195,12,-0.924528,0.484717,-19.0961,0.191296,-0.0662279,-0.211578,-0.164842,-1.15768,0.427361,0.185468,-0.122259,-0.484717,19.0961,5,1.04389,-3.41766,33.3117,29.894,0.104265,0.022022,0.6181,0.022022,0.6181,0.2,0.25,0.05,0.00137638,0,0,0.00137638
56.624,-1.014,0.47,-5.96105,0.287935,-0.0300653,-16,-0.896633,0.482099,-23.5053,0.230788,-0.100375,0.0427564,-0.229738,-0.950477,0.849898,0.269229,-0.11107,-0.482099,23.5053,5,1.01802,-3.45501,24.5464,21.0914,0.102166,0.0220531,0.627072,0.0220531,0.627072,0.2,0.25,0.05,0.00137832,0,0,0.00137832
56.727,-0.988,0.467,-6.92534,0.252643,-0.0306866,-5,-0.878316,0.471656,-22.9618,0.250212,-0.106012,0.109415,-0.155984,-1.22057,0.419657,0.261872,-0.0938202,-0.471656,22.9618,5,0.996944,-3.32292,20.1908,16.8678,0.107784,0.0219937,0.601512,0.0219937,0.601512,0.2,0.25,0.05,0.00137461,0,0,0.00137461
56.846,-0.963,0.464,-5.96105,0.248151,-0.0259112,6,-0.865513,0.461551,-10.7244,0.191829,-0.0363313,-0.168587,0.201755,-1.26268,0.124854,0.151719,0.0173906,-0.461551,10.7244,5,0.980889,-3.26203,0.396833,-2.8652,0.103058,0.0220352,0.628825,0.0220352,0.628825,0.2,0.25,0.05,0.0013772,0,0,0.0013772
56.963,-0.939,0.461,-4.9091,0.248585,-0.021351,17,-0.837067,0.459685,-8.8925,0.249574,-0.0390488,0.136615,0.0954081,-0.961484,0.657011,0.295752,-0.055533,-0.459685,8.8925,5,0.954983,-3.29825,6.59407,3.29582,0.101079,0.0220686,0.629523,0.0220686,0.629523,0.2,0.25,0.05,0.00137929,0,0,0.00137929
57.071,-0.91,0.459,-4.9091,0.283456,-0.0243461,-3,-0.81746,0.449066,-13.5315,0.262989,-0.0632911,0.137551,-0.0400282,-1.17754,0.333772,0.263973,-0.084701,-0.449066,13.5315,5,0.932685,-3.16249,16.0442,12.8817,0.105045,0.0220435,0.610723,0.0220435,0.610723,0.2,0.25,0.05,0.00137772,0,0,0.00137772
57.173,-0.881,0.456,-4.9091,0.290431,-0.0249452,3,-0.781775,0.443801,-5.99895,0.297241,-0.0312358,0.216246,0.1111,-0.526441,0.304904,0.309644,-0.00612466,-0.443801,5.99895,5,0.898961,-3.1582,-1.2473,-4.4055,0.110237,0.0219765,0.596499,0.0219765,0.596499,0.2,0.25,0.05,0.00137353,0,0,0.00137353
57.291,-0.853,0.454,-2.98053,0.280121,-0.014585,13,-0.746027,0.447387,0.649421,0.326455,0.00370037,0.232139,0.19612,-0.804261,0.619513,0.32893,0.015768,-0.447387,-0.649421,5,0.869892,-3.24307,-5.65527,-8.89834,0.104194,0.0220076,0.627989,0.0220076,0.627989,0.2,0.25,0.05,0.00137547,0,0,0.00137547
57.406,-0.822,0.452,-3.94481,0.309764,-0.021361,-4,-0.705515,0.437108,-6.1586,0.349436,-0.0377054,0.216031,-0.0531098,-0.619412,0.259716,0.346792,-0.0748357,-0.437108,6.1586,5,0.829949,-3.08282,10.8708,7.78793,0.102164,0.0220248,0.626895,0.0220248,0.626895,0.2,0.25,0.05,0.00137655,0,0,0.00137655
57.524,-0.789,0.45,-4.9091,0.327295,-0.0281115,-9,-0.671366,0.433702,-6.53835,0.331983,-0.0380498,0.050956,-0.0305193,-0.809301,0.463023,0.307455,-0.0347202,-0.433702,6.53835,5,0.799269,-3.10187,6.17416,3.07229,0.100736,0.0220659,0.629584,0.0220659,0.629584,0.2,0.25,0.05,0.00137912,0,0,0.00137912
